query,api_name,source_count,word_count,response_time,success,timestamp
additional services offered by web search specialist list advanced services 'web search specialist' services,you,10,184,1.3311760425567627,True,1762782194.861944
additional services offered by web search specialist list advanced services 'web search specialist' services,valyu,10,218,1.5720319747924805,True,1762782195.104727
additional services offered by web search specialist list advanced services 'web search specialist' services,parallel_oneshot,10,10115,2.2597169876098633,True,1762782195.796397
additional services offered by web search specialist list advanced services 'web search specialist' services,tavily,10,26,2.6363468170166016,True,1762782196.168
additional services offered by web search specialist list advanced services 'web search specialist' services,exa,0,0,7.254040002822876,True,1762782200.7879171
additional services offered by web search specialist list advanced services 'web search specialist' services,linkup_standard,30,266,8.41777491569519,True,1762782201.9455922
additional services offered by web search specialist list advanced services 'web search specialist' services,perplexity,18,450,9.228764295578003,True,1762782202.758786
additional services offered by web search specialist list advanced services 'web search specialist' services,parallel_agentic,10,8809,11.798663139343262,True,1762782205.336929
additional services offered by web search specialist list advanced services 'web search specialist' services,linkup_deep,0,0,0.0,False,1762782223.538993
examples of web research tasks and deliverables for web search specialists,you,10,178,0.812842845916748,True,1762782224.863261
examples of web research tasks and deliverables for web search specialists,valyu,10,241,1.4476580619812012,True,1762782225.499706
examples of web research tasks and deliverables for web search specialists,tavily,10,31,1.4836311340332031,True,1762782225.533229
examples of web research tasks and deliverables for web search specialists,parallel_oneshot,10,11409,2.259382963180542,True,1762782226.311279
examples of web research tasks and deliverables for web search specialists,parallel_agentic,10,5267,7.494457006454468,True,1762782231.545745
examples of web research tasks and deliverables for web search specialists,perplexity,14,415,8.432467937469482,True,1762782232.480025
examples of web research tasks and deliverables for web search specialists,exa,0,0,9.165321111679077,True,1762782233.215125
examples of web research tasks and deliverables for web search specialists,linkup_standard,30,175,9.215808153152466,True,1762782233.2615979
examples of web research tasks and deliverables for web search specialists,linkup_deep,30,215,15.556302785873413,True,1762782239.602443
what can a web search specialist do list of capabilities examples,you,10,189,1.0221080780029297,True,1762782241.1358578
what can a web search specialist do list of capabilities examples,valyu,10,241,1.3336701393127441,True,1762782241.4483368
what can a web search specialist do list of capabilities examples,tavily,9,27,1.502918004989624,True,1762782241.61887
what can a web search specialist do list of capabilities examples,parallel_oneshot,10,10888,2.092427968978882,True,1762782242.209267
what can a web search specialist do list of capabilities examples,linkup_standard,20,323,9.297513008117676,True,1762782249.4067829
what can a web search specialist do list of capabilities examples,parallel_agentic,10,6393,9.396972894668579,True,1762782249.5169458
what can a web search specialist do list of capabilities examples,exa,0,0,10.918039798736572,True,1762782251.031847
what can a web search specialist do list of capabilities examples,perplexity,14,347,13.974965810775757,True,1762782254.086585
what can a web search specialist do list of capabilities examples,linkup_deep,20,280,14.071501970291138,True,1762782254.18121
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,you,10,88,0.6255197525024414,True,1762782255.3167748
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,valyu,10,70,1.4944570064544678,True,1762782256.1863658
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,parallel_oneshot,10,4671,2.676172971725464,True,1762782257.3696399
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,tavily,10,27,2.743112325668335,True,1762782257.434125
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,parallel_agentic,10,4823,7.214034080505371,True,1762782261.907958
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,exa,0,0,9.151299953460693,True,1762782263.840317
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,perplexity,14,533,9.739536046981812,True,1762782264.428738
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,linkup_standard,30,137,11.039544105529785,True,1762782265.727089
Snowflake Summit 2025 video YouTube 'Snowflake Summit 2025' 'Cortex AISQL' 'Snowflake' video 'earnings call' 'Snowflake earnings call 2025' YouTube,linkup_deep,60,347,21.490277767181396,True,1762782276.18081
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,you,10,103,0.7435212135314941,True,1762782277.433929
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,tavily,10,28,2.066988706588745,True,1762782278.7587001
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,parallel_oneshot,10,9096,2.7946629524230957,True,1762782279.487361
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,valyu,3,51,6.957525014877319,True,1762782283.64904
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,linkup_standard,30,179,7.979375123977661,True,1762782284.666976
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,exa,0,0,9.935056209564209,True,1762782286.6257558
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,parallel_agentic,10,6078,10.827769041061401,True,1762782287.523232
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,linkup_deep,30,273,17.485146045684814,True,1762782294.172985
Snowflake SNOW stock price market cap EPS revenue latest quarterly results guidance 2025,perplexity,16,437,19.810123920440674,True,1762782296.4991229
Snowflake Inc latest news October 2025 SNOW Snowflake news,you,10,138,0.7276389598846436,True,1762782297.736879
Snowflake Inc latest news October 2025 SNOW Snowflake news,valyu,10,209,1.6016929149627686,True,1762782298.614654
Snowflake Inc latest news October 2025 SNOW Snowflake news,tavily,10,26,2.02435302734375,True,1762782299.034158
Snowflake Inc latest news October 2025 SNOW Snowflake news,parallel_oneshot,10,8607,3.2553389072418213,True,1762782300.2710679
Snowflake Inc latest news October 2025 SNOW Snowflake news,exa,0,0,7.721492290496826,True,1762782304.729593
Snowflake Inc latest news October 2025 SNOW Snowflake news,parallel_agentic,10,3090,10.029839038848877,True,1762782307.044707
Snowflake Inc latest news October 2025 SNOW Snowflake news,linkup_standard,29,258,13.797778844833374,True,1762782310.8034072
Snowflake Inc latest news October 2025 SNOW Snowflake news,linkup_deep,29,282,14.657927989959717,True,1762782311.6646662
Snowflake Inc latest news October 2025 SNOW Snowflake news,perplexity,9,343,14.754501104354858,True,1762782311.761011
Snowflake latest news October 2025 SNOW company news earnings product partnerships,you,10,137,0.680941104888916,True,1762782312.951882
Snowflake latest news October 2025 SNOW company news earnings product partnerships,valyu,10,215,1.4827370643615723,True,1762782313.755593
Snowflake latest news October 2025 SNOW company news earnings product partnerships,tavily,10,31,2.093266248703003,True,1762782314.365189
Snowflake latest news October 2025 SNOW company news earnings product partnerships,parallel_oneshot,10,8333,4.6275551319122314,True,1762782316.90188
Snowflake latest news October 2025 SNOW company news earnings product partnerships,linkup_standard,30,250,9.175058126449585,True,1762782321.443594
Snowflake latest news October 2025 SNOW company news earnings product partnerships,exa,0,0,9.202309131622314,True,1762782321.4746938
Snowflake latest news October 2025 SNOW company news earnings product partnerships,parallel_agentic,10,4645,9.560826301574707,True,1762782321.835775
Snowflake latest news October 2025 SNOW company news earnings product partnerships,perplexity,9,478,19.116158962249756,True,1762782331.385969
Snowflake latest news October 2025 SNOW company news earnings product partnerships,linkup_deep,30,216,20.448014974594116,True,1762782332.717123
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,you,10,131,0.6709377765655518,True,1762782333.898189
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,tavily,10,16,2.830461025238037,True,1762782336.058441
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,parallel_oneshot,10,8684,3.004159927368164,True,1762782336.2349062
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,valyu,2,14,6.7704949378967285,True,1762782339.9990458
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,exa,0,0,9.35256290435791,True,1762782342.579502
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,linkup_standard,29,287,9.56330394744873,True,1762782342.7869298
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,perplexity,14,352,9.623178005218506,True,1762782342.848504
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,parallel_agentic,10,4634,9.662699937820435,True,1762782342.8951051
Snowflake stock price SNOW latest quote market cap revenue EPS guidance Q2 2025 earnings results financial data balance sheet income statement key metrics,linkup_deep,2,168,14.189346075057983,True,1762782347.413344
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,you,10,67,0.5601818561553955,True,1762782348.47865
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,valyu,10,74,1.809436321258545,True,1762782349.730342
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,parallel_oneshot,10,6855,3.1740894317626953,True,1762782351.0974138
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,tavily,10,26,5.001455068588257,True,1762782352.921624
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,exa,0,0,7.642168045043945,True,1762782355.559974
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,parallel_agentic,10,4039,8.755744934082031,True,1762782356.679081
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,linkup_standard,30,301,9.289972066879272,True,1762782357.2060218
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,perplexity,17,343,13.822523832321167,True,1762782361.740053
Snowflake YouTube videos earnings call Snowflake keynote demo 2025 Snowflake Inc video recordings Snowflake Summit 2025,linkup_deep,30,200,20.316554069519043,True,1762782368.23263
"founded after 2025 funded $2,000,000 or more companies",you,10,173,0.9534289836883545,True,1762782369.696316
"founded after 2025 funded $2,000,000 or more companies",tavily,10,32,1.9412028789520264,True,1762782370.6848168
"founded after 2025 funded $2,000,000 or more companies",valyu,10,224,1.9418668746948242,True,1762782370.685554
"founded after 2025 funded $2,000,000 or more companies",parallel_oneshot,10,7134,2.5673248767852783,True,1762782371.312376
"founded after 2025 funded $2,000,000 or more companies",parallel_agentic,10,4810,5.951921224594116,True,1762782374.697461
"founded after 2025 funded $2,000,000 or more companies",perplexity,12,270,6.695159912109375,True,1762782375.4351501
"founded after 2025 funded $2,000,000 or more companies",exa,0,0,7.7359209060668945,True,1762782376.478632
